DEBUT_RANK,SPOTIFY_POPULARITY,HAS_PLAYLIST,GENRE_Hip-Hop/Rap,GENRE_Country,LOUDNESS,DURATION,HIT
93,52,0,False,False,-8.962,334340.125,0
98,42,0,False,False,-8.21,215093.0,1
1,78,1,False,False,-4.275,202747.0,1
98,69,0,False,False,-4.918,292910.0,0
85,63,0,True,False,-9.406,155031.0,0
47,61,0,False,False,-8.104,268000.0,0
74,25,0,False,False,-9.084,227000.0,0
68,50,0,False,False,-9.094,292173.0,0
91,48,1,True,False,-4.655,254093.0,0
81,54,1,True,False,-4.074,329627.0,1
90,6,0,False,False,-12.563,141293.0,0
93,42,0,False,False,-8.21,215093.0,0
87,4,0,False,False,-5.499,168120.0,0
100,44,0,False,False,-11.919,193453.0,0
97,42,0,False,False,-8.21,215093.0,0
73,18,1,False,False,-8.89,180943.0,0
87,42,0,False,False,-8.21,215093.0,0
77,58,0,False,False,-4.132,285160.0,0
99,42,0,False,False,-8.21,215093.0,0
95,42,0,False,False,-8.21,215093.0,0
36,63,0,False,False,-5.124,235360.0,0
67,40,0,False,False,-10.314,268666.0,1
88,35,0,False,False,-8.338,334340.125,0
82,7,0,False,False,-3.611,154800.0,0
95,42,0,False,False,-8.21,215093.0,0
45,63,0,False,False,-5.313,283666.0,1
96,44,0,False,False,-10.462,145160.0,1
84,77,1,False,False,-7.45,184516.0,0
97,24,0,False,False,-10.359,184906.0,0
81,7,0,False,False,-8.462,144973.0,0
100,1,0,False,False,-9.215,138946.0,0
93,41,0,False,False,-16.43,139253.0,1
96,42,0,False,False,-8.21,215093.0,0
68,57,0,False,True,-6.255,225426.0,0
100,42,0,False,False,-8.21,215093.0,0
84,44,0,False,False,-8.319,240173.0,1
98,77,1,False,False,-5.482,173600.0,0
61,77,1,False,False,-5.482,173600.0,0
97,20,0,False,False,-6.065,115266.0,0
87,27,0,False,False,-13.019,229266.0,0
90,54,0,True,False,-9.636,319960.0,0
95,73,0,True,False,-7.762,240320.0,0
86,42,0,False,False,-8.21,215093.0,0
78,59,0,True,False,-6.065,202084.0,0
76,4,0,False,False,-9.342,213040.0,0
85,42,0,False,False,-8.21,215093.0,0
90,54,0,True,False,-7.899,230133.0,1
76,52,0,False,False,-4.229,211493.0,0
76,58,1,False,False,-1.648,201000.0,0
81,76,0,False,True,-3.15,226866.0,0
87,46,0,False,False,-16.311,232066.0,0
96,42,0,False,False,-8.21,215093.0,0
20,42,1,False,False,-3.54,197463.0,0
84,59,0,True,False,-3.914,216653.0,0
75,25,0,False,False,-11.901,223000.0,0
92,57,0,False,True,-3.797,195586.0,0
89,28,0,False,False,-9.153,288293.0,0
87,6,0,False,False,-10.431,207453.0,0
66,43,0,False,False,-15.279,285800.0,1
96,67,1,False,False,-12.068,300000.0,1
91,4,1,False,False,-2.068,241360.0,0
67,52,0,False,False,-5.684,212533.0,0
78,47,0,False,False,-8.708,207786.0,0
98,32,0,True,False,-4.259,204064.0,0
95,42,0,False,False,-8.21,215093.0,0
96,58,0,False,False,-9.548,133320.0,0
99,57,0,False,False,-5.455,291240.0,0
91,49,0,False,False,-5.465,283533.0,0
90,38,0,False,False,-5.95,231967.0,0
84,52,1,True,False,-12.704,266333.0,0
84,15,0,False,False,-11.247,175720.0,0
88,43,0,False,False,-5.612,164840.0,1
75,48,0,True,False,-8.582,322226.0,0
86,59,1,True,False,-6.304,261267.0,0
100,25,0,False,False,-5.056,284693.0,0
96,42,0,False,False,-8.21,215093.0,0
66,35,1,False,False,-11.399,249836.0,1
83,27,0,False,False,-7.4,172746.0,1
87,80,1,False,False,-6.606,143227.0,0
81,37,0,False,False,-5.273,179120.0,0
90,1,0,False,False,-12.301,245849.0,0
96,57,0,False,False,-7.93,239266.0,0
51,46,0,False,False,-6.384,194466.0,1
94,42,0,False,False,-8.21,215093.0,0
37,26,0,False,False,-6.24,230413.0,0
91,22,0,False,True,-6.351,214826.0,0
85,15,0,False,False,-16.501875,246733.0,0
85,7,1,False,False,-16.501875,166573.0,0
78,75,0,False,False,-11.568,177440.0,0
98,46,0,False,False,-8.503,246080.0,1
96,43,0,False,False,-12.521,156253.0,0
81,16,0,False,False,-10.801,124800.0,0
98,42,0,False,False,-8.21,215093.0,0
85,42,0,False,False,-8.21,215093.0,0
86,7,0,False,False,-12.697,117973.0,0
85,42,0,False,False,-8.21,215093.0,0
89,53,0,False,False,-12.763,263960.0,0
57,32,0,False,False,-9.547,271933.0,0
99,39,0,False,False,-7.234,334340.125,1
86,49,0,False,False,-11.093,230533.0,1
94,63,0,False,False,-3.896,196813.0,0
66,41,0,False,False,-10.541,240093.0,0
81,1,0,False,False,-14.286,135183.0,0
95,41,0,False,False,-10.087,334340.125,0
92,47,0,False,False,-6.967,247226.0,1
100,42,0,False,False,-8.21,215093.0,0
80,10,0,False,False,-9.822,238491.0,0
97,59,0,False,False,-4.497,231560.0,0
91,42,0,False,False,-8.21,215093.0,0
85,26,0,False,False,-16.501875,123106.0,0
98,42,0,False,False,-8.21,215093.0,0
95,26,0,False,False,-10.414,163613.0,0
95,46,0,True,False,-5.248,264440.0,0
65,54,0,False,False,-7.011,334340.125,1
77,50,0,False,True,-10.712,141466.0,1
82,42,0,False,False,-8.21,215093.0,0
83,31,0,False,False,-8.141,167266.0,0
72,49,0,False,False,-11.402,157533.0,1
71,7,0,False,False,-6.457,209586.0,0
74,21,0,False,False,-12.607,154560.0,0
5,79,1,False,False,-6.711,200890.0,1
65,41,1,False,False,-13.204,202560.0,1
77,64,0,False,False,-11.594,172733.0,1
89,42,0,False,False,-8.21,215093.0,0
95,69,0,False,False,-5.191,148040.0,1
86,42,0,False,False,-8.21,215093.0,0
92,4,0,False,False,-7.762,142988.0,0
73,27,0,False,False,-10.145,142680.0,0
82,23,0,False,False,-10.559,179666.0,0
68,63,0,False,False,-9.61,120853.0,1
97,36,0,False,False,-12.689,164693.0,0
91,25,0,False,True,-5.901,218293.0,0
94,47,0,False,True,-7.097,296333.0,1
83,23,0,False,False,-11.864,143933.0,0
82,42,0,False,False,-8.21,215093.0,0
93,28,0,False,False,-10.208,137800.0,0
100,42,0,False,False,-8.21,215093.0,0
87,59,0,True,False,-5.589,204520.0,0
77,20,0,False,False,-5.409,122000.0,0
79,4,0,False,False,-9.077,93609.125,0
85,23,0,False,False,-5.461,234720.0,0
89,44,0,False,False,-8.556,232000.0,0
89,25,0,False,False,-5.785,242106.0,0
86,21,0,False,False,-8.953,151933.0,0
71,1,0,False,False,-13.161,170600.0,0
98,42,0,False,False,-8.21,215093.0,0
62,77,1,False,False,-6.531,175230.0,0
99,48,1,True,False,-3.03,255227.0,0
78,51,1,True,False,-14.248,234827.0,0
87,36,0,False,False,-10.775,159773.0,0
93,42,0,False,False,-8.21,215093.0,0
65,62,0,False,False,-3.896,202906.0,1
98,42,0,False,False,-8.21,215093.0,0
76,68,1,True,False,-9.985,300160.0,0
76,55,0,False,False,-7.332,154466.0,1
95,46,0,False,False,-15.735,278800.0,1
97,50,0,False,True,-5.81,180720.0,0
76,15,0,False,False,-9.309,155853.0,0
85,49,0,False,False,-5.204,190760.0,0
93,0,0,False,False,-16.501875,180666.0,0
68,48,1,False,False,-9.411,207867.0,1
82,19,0,False,False,-8.352,139200.0,0
97,38,1,False,False,-10.401,266040.0,0
99,18,0,False,False,-14.809,126573.0,0
97,18,0,False,False,-11.538,119200.0,0
66,70,1,False,False,-5.509,270080.0,1
52,66,1,False,False,-10.316,261853.0,1
72,53,0,False,False,-5.894,204266.0,0
73,44,0,False,False,-8.985,164320.0,1
100,54,0,False,False,-9.281,219613.0,0
92,69,1,False,False,-4.512,237200.0,1
58,29,0,False,False,-8.391,213013.0,0
77,56,1,False,False,-7.301,294040.0,0
86,54,0,False,False,-11.565,223533.0,1
60,48,0,False,False,-2.198,198053.0,0
95,70,1,False,False,-6.383,214148.0,1
97,75,0,False,False,-8.415,246960.0,1
98,52,0,False,False,-6.225,239786.0,0
51,62,0,False,True,-5.715,212320.0,0
73,72,1,False,False,-9.359,251733.0,1
97,11,0,True,False,-10.584,147680.0,0
49,32,0,False,False,-6.662,147426.0,1
87,42,0,False,False,-8.21,215093.0,0
96,42,0,False,False,-8.21,215093.0,0
89,10,0,False,False,-8.783,195733.0,0
87,7,0,False,False,-9.385,179693.0,0
100,1,0,False,False,-15.943,209160.0,0
51,9,0,False,False,-5.208,134066.0,0
95,14,0,False,False,-10.089,153040.0,0
89,44,0,True,False,-7.307,270093.0,0
69,12,0,False,False,-14.539,134133.0,0
1,56,0,False,False,-11.528,153933.0,1
96,3,0,False,False,-8.722,149013.0,0
76,42,0,False,False,-8.21,215093.0,0
78,19,0,False,False,-12.617,215733.0,0
83,42,0,False,False,-8.21,215093.0,0
78,43,0,False,False,-8.072,220800.0,0
88,5,0,False,False,-10.628,234360.0,0
90,39,0,False,False,-12.194,218386.0,1
28,60,0,True,False,-6.672,227474.0,0
29,42,0,False,False,-8.21,215093.0,0
79,53,0,False,True,-9.339,185426.0,0
97,53,0,True,False,-5.842,205133.0,0
96,47,0,True,False,-6.73,215973.0,0
89,42,0,False,False,-8.21,215093.0,0
94,42,0,False,False,-8.21,215093.0,0
77,42,0,False,False,-8.21,215093.0,0
82,37,0,True,False,-13.263,235626.0,0
96,15,0,False,False,-8.331,166988.0,0
91,46,0,False,False,-10.832,232624.0,0
46,52,0,False,False,-12.28,225226.0,1
98,55,1,True,False,-6.863,261027.0,1
61,49,0,False,False,-9.982,296466.0,1
95,84,1,True,False,-7.119,166560.0,0
90,6,0,False,False,-9.841,134226.0,0
54,26,0,False,False,-5.289,168000.0,0
93,42,0,False,False,-10.807,184933.0,0
49,74,0,True,False,-4.632,183144.0,0
16,65,0,True,False,-10.024,212946.0,0
90,63,0,True,False,-1.847,303533.0,0
97,27,0,False,False,-5.699,246266.0,0
70,42,0,False,False,-8.21,215093.0,0
87,25,0,False,False,-5.818,172760.0,0
68,1,1,False,False,-5.972,215200.0,0
89,46,0,False,False,-14.617,151440.0,1
70,14,0,False,False,-5.16,144266.0,1
99,4,0,False,False,-14.687,157200.0,0
82,55,0,False,False,-3.011,265333.0,0
91,55,1,True,False,-4.579,176880.0,0
78,42,0,False,False,-8.21,215093.0,0
66,19,0,False,False,-11.158,155733.0,0
87,38,0,False,False,-15.91,276400.0,0
80,31,0,False,False,-8.08,151400.0,1
3,42,0,False,False,-8.21,215093.0,1
87,60,0,False,False,-4.574,200213.0,0
86,15,0,False,False,-10.054,203773.0,0
84,57,0,False,False,-6.526,189400.0,0
90,67,0,False,False,-3.405,199013.0,0
89,41,0,False,False,-8.786,160319.0,0
9,74,1,True,False,-8.227,236615.0,1
84,38,0,False,False,-6.519,276026.0,0
98,4,0,False,True,-13.45,151666.0,0
76,27,0,False,False,-9.097,175613.0,1
86,8,0,False,False,-9.708,140546.0,0
1,89,0,False,False,-4.771,172324.0,1
66,54,0,False,False,-10.79,247866.0,1
97,50,1,True,False,-15.163,304880.0,0
94,44,0,False,False,-12.096,308306.0,0
97,47,0,False,False,-6.737,279466.0,0
66,38,0,False,False,-6.427,276773.0,0
98,70,1,True,False,-5.655,226581.0,0
90,42,0,False,False,-8.21,215093.0,0
100,42,0,False,True,-5.366,215146.0,0
79,54,0,True,False,-5.695,189341.0,0
100,42,0,False,False,-8.21,215093.0,0
92,67,0,False,False,-7.416,173120.0,0
77,61,1,False,False,-4.145,219773.0,0
65,63,0,True,False,-6.75,334340.125,0
92,58,0,False,False,-3.686,205640.0,0
90,62,1,False,False,-8.723,161200.0,0
95,43,0,False,True,-3.993,172000.0,0
93,74,1,False,False,-4.899,267307.0,1
91,42,0,False,False,-7.818,159653.0,0
40,81,0,False,False,-5.664,201882.0,0
86,7,0,False,False,-9.968,128066.0,0
84,42,0,False,False,-8.21,215093.0,0
81,4,0,False,False,-12.506,185693.0,0
94,14,0,False,False,-12.029,266400.0,0
22,79,0,True,False,-4.746,292093.0,0
73,20,0,False,False,-13.384,334340.125,0
92,74,0,False,False,-7.485,211266.0,0
84,49,0,False,False,-8.448,325040.0,0
96,33,0,False,False,-14.895,281760.0,0
94,22,0,False,False,-7.922,178000.0,0
97,51,0,False,False,-7.926,325253.0,0
92,4,0,False,False,-6.183,204133.0,0
63,42,0,False,False,-8.21,215093.0,1
98,14,0,False,False,-11.686,224400.0,0
73,42,0,False,False,-8.21,215093.0,0
91,74,0,True,False,-7.054,241160.0,0
84,21,0,False,False,-10.478,244373.0,0
95,62,0,False,False,-3.982,206920.0,0
93,42,0,False,False,-8.21,215093.0,0
85,14,0,False,True,-3.842,176920.0,0
76,76,0,True,False,-4.75,332300.0,0
77,42,0,False,False,-8.21,215093.0,0
86,76,0,True,False,-7.307,122586.0,0
85,49,0,False,False,-10.336,239306.0,0
45,82,1,True,False,-8.152,205040.0,0
98,56,0,False,False,-6.826,227973.0,0
91,63,0,False,False,-7.674,212320.0,0
44,42,0,False,False,-8.21,215093.0,1
55,60,1,True,False,-9.423,221760.0,0
82,67,0,False,False,-9.423,221595.0,0
67,50,0,True,False,-11.178,177946.0,0
7,76,1,False,False,-4.979,211440.0,1
87,60,0,False,True,-5.691,190240.0,0
37,62,1,False,False,-13.676,195987.0,0
99,74,0,False,True,-5.86,210373.0,0
74,57,0,False,False,-4.672,218973.0,0
83,45,0,False,False,-7.519,330266.0,0
87,42,0,False,False,-8.21,215093.0,0
86,21,0,False,False,-8.521,134720.0,0
87,47,0,False,True,-3.086,215600.0,0
25,77,0,False,False,-7.202,230266.0,0
27,42,0,False,True,-8.21,215093.0,0
41,57,0,False,False,-14.878,280980.0,1
93,16,0,False,False,-11.603,237106.0,0
95,74,1,False,False,-4.574,246773.0,0
85,62,0,True,False,-8.041,236973.0,0
98,61,0,True,False,-4.771,236070.0,0
100,42,0,False,False,-8.21,215093.0,0
99,57,1,False,False,-6.138,245867.0,0
81,40,0,False,False,-12.341,164653.0,1
67,46,0,False,False,-5.053,221186.0,0
87,30,0,False,False,-4.964,194520.0,0
94,9,0,False,False,-9.742,285400.0,0
99,42,0,False,False,-8.21,215093.0,0
84,32,0,False,False,-9.97,203267.0,0
78,31,0,False,False,-5.946,171160.0,0
67,63,0,True,False,-5.193,173893.0,0
90,28,1,False,False,-9.397,243720.0,0
94,55,0,True,False,-7.495,255373.0,0
99,50,0,True,False,-9.69,241120.0,0
16,74,1,False,False,-5.665,143792.0,0
66,23,0,False,False,-11.029,283093.0,0
72,50,0,False,False,-8.675,280333.0,0
72,21,0,False,False,-16.501875,158973.0,0
97,4,0,False,False,-8.896,143426.0,0
83,41,0,False,False,-6.211,283280.0,0
40,53,0,False,False,-5.719,237520.0,0
100,33,0,False,False,-16.501875,269586.0,0
46,42,0,False,False,-8.21,215093.0,0
96,32,0,False,False,-10.389,158746.0,0
80,38,0,False,False,-11.802,114466.0,1
98,8,0,False,False,-9.418,139600.0,0
90,42,0,False,False,-8.21,215093.0,0
90,29,0,False,False,-4.015,289135.0,0
72,45,0,False,False,-9.03,150106.0,0
72,9,1,False,False,-3.66,188107.0,0
63,35,1,False,False,-9.32,257613.0,0
72,66,0,False,False,-5.004,243920.0,0
29,59,1,False,False,-6.061,163960.0,0
94,57,0,False,False,-5.019,223506.0,0
85,6,0,False,False,-4.767,233080.0,0
96,3,0,False,False,-7.168,174600.0,0
83,59,0,False,True,-3.695,179906.0,0
96,72,0,False,True,-4.427,244797.0,0
90,57,1,False,False,-5.955,238107.0,0
100,26,0,False,False,-6.78,243933.0,0
74,39,0,False,False,-11.606,153666.0,1
66,13,0,False,False,-6.591,155893.0,0
76,77,1,False,False,-11.361,240342.0,0
87,42,0,False,False,-8.21,215093.0,0
60,55,0,False,False,-14.001,164226.0,0
37,45,0,False,False,-4.536,205413.0,0
89,58,1,False,False,-10.496,310520.0,0
84,52,1,False,False,-2.1,172671.0,0
85,26,0,False,False,-14.583,197333.0,0
89,48,0,False,False,-11.715,270533.0,0
68,47,0,False,False,-10.001,286040.0,1
72,74,0,True,False,-6.104,217775.0,0
88,62,0,False,False,-3.944,223053.0,0
99,9,0,False,False,-5.392,210413.0,0
70,42,0,False,False,-1.906,215266.0,0
25,67,0,True,False,-5.397,233333.0,0
37,70,0,True,False,-7.056,275253.0,0
99,30,0,False,False,-8.661,155266.0,1
7,42,0,False,False,-8.21,215093.0,1
82,24,0,False,False,-5.083,210133.0,0
71,51,0,False,False,-4.952,286893.0,0
83,44,0,False,False,-11.65,303346.0,0
84,25,0,False,False,-3.55,290471.0,0
86,42,0,False,False,-8.21,215093.0,1
99,3,0,False,False,-8.725,175026.0,0
95,42,0,False,False,-8.21,215093.0,0
82,9,0,False,False,-8.776,157266.0,0
20,68,0,False,False,-6.221,239215.0,0
88,42,0,False,False,-8.21,215093.0,0
93,42,0,False,False,-8.21,215093.0,0
54,42,0,False,False,-8.21,215093.0,0
47,64,1,False,False,-12.755,274960.0,0
89,32,0,False,False,-5.431,141893.0,0
89,14,0,False,False,-8.302,334340.125,0
81,2,0,False,False,-14.031,178640.0,0
87,63,1,True,False,-7.741,220964.0,0
58,60,0,False,False,-9.656,334340.125,1
76,53,0,False,False,-7.0,241000.0,0
95,0,0,False,False,-6.934,145745.0,0
68,65,0,False,False,-6.889,217200.0,1
85,55,0,False,False,-6.808,216360.0,0
81,42,0,False,False,-8.21,215093.0,0
76,17,0,False,False,-7.921,243066.0,0
52,16,1,False,False,-7.013,170573.0,0
96,45,0,False,True,-6.418,217946.0,0
3,42,0,False,False,-8.21,215093.0,1
90,1,0,False,False,-9.366,155226.0,0
57,56,0,True,False,-6.937,208504.0,0
51,19,0,False,False,-10.93,121400.0,1
74,42,0,False,False,-8.21,215093.0,0
73,69,0,True,False,-2.388,143225.0,0
17,42,0,True,False,-4.762,217400.0,0
64,67,0,False,False,-6.078,242200.0,1
45,57,0,False,False,-5.757,267413.0,0
73,58,0,True,False,-5.431,246720.0,1
92,68,0,False,False,-8.112,224240.0,0
94,68,1,False,False,-6.422,252253.0,0
95,14,0,False,False,-9.16,154146.0,0
93,39,0,False,False,-9.577,137040.0,0
82,23,0,False,False,-11.052,334340.125,0
88,42,0,False,False,-8.21,215093.0,0
79,42,0,False,False,-8.21,215093.0,0
89,47,0,False,False,-6.63,143306.0,0
86,49,0,False,False,-11.985,173786.0,0
83,44,0,False,False,-15.87,261040.0,0
65,84,1,False,False,-5.991,213309.0,0
85,42,0,False,False,-8.21,215093.0,1
81,53,0,False,False,-4.372,257359.0,0
63,22,0,False,False,-11.115,194586.0,0
71,40,0,False,False,-5.586,251506.0,0
66,26,0,False,False,-8.645,182373.0,0
71,50,0,False,False,-5.38,225840.0,0
79,76,1,False,False,-6.83,235133.0,0
89,42,0,False,False,-8.21,215093.0,0
96,57,0,True,False,-4.301,234666.0,0
87,5,0,False,False,-8.159,138666.0,0
90,42,0,False,False,-8.21,215093.0,0
62,0,1,False,False,-16.501875,188960.0,1
99,53,0,False,False,-13.741,297133.0,1
77,31,0,False,False,-10.823,202266.0,0
85,9,0,False,False,-5.545,225600.0,0
89,41,0,False,True,-4.973,226186.0,0
59,42,0,False,False,-8.21,215093.0,0
80,52,0,False,False,-6.794,237440.0,0
96,12,0,False,False,-11.788,261266.0,0
73,41,0,False,False,-5.076,206186.0,1
64,42,0,False,False,-8.21,215093.0,0
95,40,0,False,False,-13.119,230293.0,1
88,8,0,False,False,-11.514,150066.0,0
2,42,0,False,False,-8.21,215093.0,1
100,62,1,False,False,-3.467,210653.0,0
98,72,1,False,False,-8.123,261413.0,0
82,40,0,False,False,-11.572,291973.0,0
79,54,0,False,False,-6.619,185523.0,1
54,68,0,True,False,-4.141,130293.0,0
38,42,0,False,False,-8.21,215093.0,0
75,22,0,False,True,-5.594,177080.0,0
88,42,0,False,False,-8.21,215093.0,0
61,54,0,False,False,-16.501875,206866.0,1
96,42,0,False,False,-8.21,215093.0,0
90,42,0,False,False,-8.21,215093.0,0
97,46,0,False,False,-5.54,194025.0,0
98,37,0,False,False,-4.7,213466.0,0
94,60,0,True,False,-7.76,227533.0,0
81,27,0,False,False,-5.858,291493.0,0
86,62,0,True,False,-6.66,234133.0,1
91,42,0,False,False,-8.21,215093.0,0
96,12,1,False,False,-3.108,213067.0,0
75,60,0,True,False,-4.959,251373.0,0
86,68,0,False,False,-7.325,215040.0,1
96,47,0,False,False,-15.658,334340.125,0
96,83,1,False,False,-5.849,239600.0,1
81,43,0,False,False,-5.083,189080.0,0
75,42,0,False,False,-8.21,215093.0,0
20,42,0,True,False,-8.21,215093.0,0
78,11,0,False,False,-11.337,117466.0,0
83,40,0,True,False,-12.815,265800.0,0
88,69,0,True,False,-8.967,179013.0,0
86,18,0,False,False,-8.035,176586.0,0
88,42,0,False,False,-8.21,215093.0,0
80,42,0,False,False,-8.21,215093.0,0
84,18,0,False,False,-16.501875,144466.0,0
60,42,0,False,False,-3.992,184973.0,1
82,42,0,False,False,-8.21,215093.0,0
62,58,0,False,False,-9.607,164000.0,1
87,42,0,False,False,-8.21,215093.0,0
46,77,1,True,False,-6.071,154024.0,0
59,41,0,False,False,-9.953,198706.0,0
81,84,0,True,False,-5.545,192470.0,0
81,85,0,True,False,-5.545,192470.0,0
80,12,0,False,False,-3.431,247480.0,0
78,16,0,False,False,-11.39,153160.0,0
94,1,0,False,False,-10.238,296586.0,0
97,30,0,True,False,-4.999,303666.0,0
67,72,1,False,False,-2.591,215510.0,0
84,42,0,False,False,-8.21,215093.0,0
28,76,0,False,False,-10.422,334340.125,1
43,71,1,False,False,-10.863,210160.0,0
59,72,0,True,False,-8.906,295293.0,0
92,42,0,False,False,-8.21,215093.0,0
52,41,0,False,False,-6.471,242533.0,0
97,59,1,True,False,-7.085,208600.0,0
76,67,0,False,False,-12.477,272133.0,0
14,50,1,False,False,-3.318,196960.0,0
90,42,0,False,False,-8.21,215093.0,0
86,70,0,False,False,-13.298,243160.0,0
84,34,0,False,False,-12.957,150933.0,0
64,57,0,False,False,-8.248,334340.125,0
97,42,0,False,False,-8.21,215093.0,0
16,48,0,False,False,-6.072,183120.0,0
95,42,0,False,False,-12.434,158778.0,0
48,41,0,True,False,-4.264,274600.0,0
98,42,0,False,False,-8.21,215093.0,0
71,36,0,False,False,-10.019,174733.0,0
93,42,0,False,False,-8.21,215093.0,0
60,42,0,False,False,-8.21,215093.0,0
65,69,0,True,False,-5.696,195257.0,0
97,42,0,False,True,-3.317,207880.0,0
100,14,0,False,False,-15.712,215560.0,0
96,42,0,False,False,-8.21,215093.0,1
85,49,0,False,False,-12.442,156533.0,1
95,42,0,False,False,-8.21,215093.0,0
87,12,0,False,False,-13.089,215666.0,0
95,53,0,False,False,-8.104,246213.0,0
90,42,0,False,False,-8.21,215093.0,0
95,64,1,True,False,-4.953,262827.0,1
92,41,0,True,False,-8.503,257413.0,0
91,40,0,False,False,-13.883,320253.0,0
98,40,0,False,False,-6.827,260266.0,0
36,4,0,False,False,-10.933,257266.0,0
82,12,0,False,False,-5.827,249760.0,0
75,57,1,False,False,-8.804,245773.0,0
95,42,0,False,False,-8.21,215093.0,0
82,40,0,False,True,-8.502,220386.0,0
88,12,0,False,False,-13.218,118266.0,0
91,6,0,False,False,-4.645,141106.0,0
81,23,0,False,True,-7.477,271773.0,0
87,34,0,False,False,-14.951,176706.0,1
71,25,0,False,False,-7.375,246426.0,1
82,42,0,False,False,-8.21,215093.0,0
67,74,0,False,False,-9.2,154733.0,1
81,39,0,False,False,-16.496,157773.0,0
84,42,0,False,False,-8.21,215093.0,0
90,19,0,False,False,-13.018,244333.0,0
94,75,1,False,False,-7.844,215360.0,0
96,85,0,False,False,-10.778,210463.0,0
98,10,0,False,False,-4.208,146906.0,0
75,50,0,False,False,-16.501875,281160.0,1
54,47,0,False,False,-6.813,317200.0,0
56,53,0,False,False,-5.234,235946.0,0
96,32,1,False,False,-6.998,283067.0,0
95,42,0,False,False,-8.21,215093.0,0
99,32,0,False,False,-9.276,150400.0,1
86,48,0,False,False,-7.149,297573.0,0
65,86,1,True,False,-4.443,222347.0,0
98,42,0,False,False,-8.21,215093.0,0
84,42,0,False,False,-8.21,215093.0,0
85,27,0,False,False,-12.593,202360.0,0
85,18,0,False,False,-7.585,183293.0,0
76,53,0,False,False,-11.522,206866.0,1
67,71,0,False,False,-6.52,189397.0,0
87,22,0,False,False,-8.622,137106.0,0
82,26,0,False,False,-10.449,334340.125,0
82,31,0,False,False,-12.529,230000.0,0
95,30,0,False,False,-16.072,131666.0,1
85,24,0,False,True,-16.501875,138960.0,0
89,9,0,False,False,-11.198,113160.0,0
85,42,0,False,False,-8.21,215093.0,0
85,42,0,False,False,-8.21,215093.0,0
94,51,0,False,False,-9.804,334340.125,0
99,19,0,True,False,-5.59,227120.0,0
90,68,0,False,False,-6.335,129477.0,0
99,42,0,False,False,-7.786,301933.0,0
66,42,0,False,False,-8.21,215093.0,0
96,42,0,False,False,-8.21,215093.0,0
98,42,0,False,False,-8.21,215093.0,0
89,13,0,False,False,-6.052,143813.0,0
95,57,0,False,False,-4.819,226360.0,0
75,28,0,False,False,-9.171,162773.0,1
100,71,0,False,False,-7.452,224933.0,0
95,16,0,False,False,-12.821,180106.0,0
86,42,0,False,False,-8.638,334340.125,0
95,42,0,False,False,-8.21,215093.0,1
24,59,0,False,False,-4.952,233533.0,1
74,42,0,False,False,-4.367,240480.0,0
83,9,0,False,False,-8.513,109693.0,0
72,69,1,False,False,-6.677,245667.0,0
57,42,0,True,False,-8.21,215093.0,0
69,42,0,False,False,-8.21,215093.0,0
26,42,0,True,False,-8.21,215093.0,0
54,42,0,False,False,-8.21,215093.0,1
83,38,0,False,False,-13.915,198306.0,0
94,6,1,True,False,-10.969,208840.0,1
86,49,0,False,False,-5.562,285866.0,0
76,54,0,True,False,-7.864,204311.0,0
44,75,1,True,False,-5.152,233278.0,0
90,58,0,False,False,-4.845,229213.0,0
99,64,1,False,False,-9.155,334340.125,0
88,49,0,False,False,-8.106,334340.125,0
96,48,0,False,True,-6.836,189053.0,0
90,48,0,False,False,-14.776,245200.0,0
65,3,1,False,False,-5.747,334340.125,0
84,26,0,False,False,-11.179,244826.0,0
84,41,0,False,False,-9.722,231040.0,0
93,73,1,False,False,-3.686,186813.0,1
37,59,1,False,False,-4.88,206187.0,0
86,44,0,False,False,-14.415,169200.0,0
86,24,1,False,False,-3.892,264947.0,0
90,7,0,False,False,-13.451,202173.0,0
53,45,0,False,False,-8.346,181560.0,1
98,37,0,False,False,-8.729,184840.0,0
58,56,0,False,False,-4.671,234693.0,0
89,13,0,False,False,-9.694,142733.0,0
96,42,0,False,False,-8.21,215093.0,0
65,42,0,False,False,-8.21,215093.0,0
91,53,0,False,False,-3.164,208240.0,0
90,38,0,False,False,-6.438,244360.0,0
77,33,0,False,False,-13.959,182640.0,0
52,49,0,False,False,-9.38,328986.0,0
32,56,0,False,False,-10.443,264506.0,0
72,51,0,False,False,-8.277,181320.0,0
81,24,0,False,False,-8.812,164536.0,0
95,39,0,False,False,-16.501875,334340.125,0
90,39,0,False,False,-8.806,218279.0,0
82,28,0,False,False,-15.498,201866.0,0
96,43,0,False,False,-7.534,314840.0,0
91,65,0,False,True,-4.66,176160.0,0
93,10,0,False,False,-9.579,282386.0,0
78,46,0,False,False,-3.161,297960.0,1
1,42,0,False,False,-8.21,215093.0,1
76,28,0,False,False,-13.52,131040.0,1
64,49,0,False,False,-3.734,226226.0,0
75,65,1,False,False,-2.117,231573.0,0
89,33,0,False,False,-10.245,176693.0,0
85,30,0,False,False,-13.598,144511.0,0
98,75,0,False,True,-7.697,214293.0,0
96,9,0,False,False,-7.205,260646.0,0
89,42,0,False,False,-8.21,215093.0,0
85,42,0,False,False,-8.21,215093.0,0
88,42,0,False,False,-8.21,215093.0,0
87,17,0,False,False,-8.094,252666.0,0
87,42,0,False,False,-8.21,215093.0,0
